FEATURE_A,FEATURE_B,GROUP_A,GROUP_B,SOURCE_A,SOURCE_B,PAIR_STRUCTURE,STRUCTURAL_PAIR,PEARSON,PEARSON_STRENGTH,SPEARMAN,SPEARMAN_STRENGTH,ABS_PEARSON,ABS_SPEARMAN,PEARSON_MINUS_SPEARMAN,ABS_MAGNITUDE_DIFFERENCE,MAX_ABS_CORRELATION,POTENTIAL_REDUNDANCY
SEND_LONG_REGISTER,TRANS_WEEK_OHEWI_Tuesday,Continuous geographic,One-Hot encoding with ignore,SEND_LONG_REGISTER,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,-0.0018026371406400143,Very weak or negligible,-0.0014437712655120392,Very weak or negligible,0.0018026371406400143,0.0014437712655120392,-0.0003588658751279752,0.0003588658751279752,0.0018026371406400143,False
SEND_LONG_REGISTER,TRANS_WEEK_OHEWI_Wednesday,Continuous geographic,One-Hot encoding with ignore,SEND_LONG_REGISTER,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,-0.00021260340213886112,Very weak or negligible,-0.0003094620907410787,Very weak or negligible,0.00021260340213886112,0.0003094620907410787,9.685868860221758e-05,9.685868860221758e-05,0.0003094620907410787,False
SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI_entertainment,Continuous geographic,One-Hot encoding with ignore,SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.00010956475025592711,Very weak or negligible,0.00018734085468419828,Very weak or negligible,0.00010956475025592711,0.00018734085468419828,-0.0002969056049401254,7.777610442827117e-05,0.00018734085468419828,False
SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI_food_dining,Continuous geographic,One-Hot encoding with ignore,SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.0041149791850100936,Very weak or negligible,0.004073331884906307,Very weak or negligible,0.0041149791850100936,0.004073331884906307,4.164730010378613e-05,4.164730010378613e-05,0.0041149791850100936,False
SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI_gas_transport,Continuous geographic,One-Hot encoding with ignore,SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.0023121102652748434,Very weak or negligible,-0.003311231811432962,Very weak or negligible,0.0023121102652748434,0.003311231811432962,0.0009991215461581187,0.0009991215461581187,0.003311231811432962,False
SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI_grocery_net,Continuous geographic,One-Hot encoding with ignore,SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.003740113708636916,Very weak or negligible,0.002780789673418114,Very weak or negligible,0.003740113708636916,0.002780789673418114,0.000959324035218802,0.000959324035218802,0.003740113708636916,False
SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI_grocery_pos,Continuous geographic,One-Hot encoding with ignore,SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.00012181492661513793,Very weak or negligible,0.0005929515766488081,Very weak or negligible,0.00012181492661513793,0.0005929515766488081,-0.00047113665003367016,0.00047113665003367016,0.0005929515766488081,False
SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI_health_fitness,Continuous geographic,One-Hot encoding with ignore,SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.002243144440376574,Very weak or negligible,-0.00270976051125194,Very weak or negligible,0.002243144440376574,0.00270976051125194,0.0004666160708753659,0.0004666160708753659,0.00270976051125194,False
SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI_home,Continuous geographic,One-Hot encoding with ignore,SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.00038329371112622024,Very weak or negligible,0.0005546157018027271,Very weak or negligible,0.00038329371112622024,0.0005546157018027271,-0.00017132199067650686,0.00017132199067650686,0.0005546157018027271,False
SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI_kids_pets,Continuous geographic,One-Hot encoding with ignore,SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.0003521099462937058,Very weak or negligible,0.00026281509398222696,Very weak or negligible,0.0003521099462937058,0.00026281509398222696,-0.0006149250402759328,8.929485231147884e-05,0.0003521099462937058,False
SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI_misc_net,Continuous geographic,One-Hot encoding with ignore,SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.0035336624175993318,Very weak or negligible,-0.003533440549393089,Very weak or negligible,0.0035336624175993318,0.003533440549393089,-2.218682062429117e-07,2.218682062429117e-07,0.0035336624175993318,False
SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI_misc_pos,Continuous geographic,One-Hot encoding with ignore,SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.005837721260191914,Very weak or negligible,0.0055718341038839755,Very weak or negligible,0.005837721260191914,0.0055718341038839755,0.0002658871563079382,0.0002658871563079382,0.005837721260191914,False
SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI_personal_care,Continuous geographic,One-Hot encoding with ignore,SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.0019253841891291004,Very weak or negligible,-0.0013853942507870154,Very weak or negligible,0.0019253841891291004,0.0013853942507870154,-0.0005399899383420851,0.0005399899383420851,0.0019253841891291004,False
SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI_shopping_net,Continuous geographic,One-Hot encoding with ignore,SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.005097265371296125,Very weak or negligible,-0.00539443861794911,Very weak or negligible,0.005097265371296125,0.00539443861794911,0.0002971732466529849,0.0002971732466529849,0.00539443861794911,False
SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI_shopping_pos,Continuous geographic,One-Hot encoding with ignore,SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.0011874471900168325,Very weak or negligible,0.0015890991758607908,Very weak or negligible,0.0011874471900168325,0.0015890991758607908,-0.0004016519858439584,0.0004016519858439584,0.0015890991758607908,False
SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI_travel,Continuous geographic,One-Hot encoding with ignore,SEND_LONG_REGISTER,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.0020044741488114866,Very weak or negligible,0.0023219149923283107,Very weak or negligible,0.0020044741488114866,0.0023219149923283107,-0.0003174408435168241,0.0003174408435168241,0.0023219149923283107,False
RECEIVE_LAT,RECEIVE_LONG,Continuous geographic,Continuous geographic,RECEIVE_LAT,RECEIVE_LONG,Ordinary cross-feature relationship,False,-0.014553835471142564,Very weak or negligible,0.10402758144968877,Weak,0.014553835471142564,0.10402758144968877,-0.11858141692083132,0.08947374597854621,0.10402758144968877,False
RECEIVE_LAT,SEND_GENDER_BE,Continuous geographic,Binary encoding,RECEIVE_LAT,SEND_GENDER_BE,Ordinary cross-feature relationship,False,0.04262146211216627,Very weak or negligible,0.04969103541513192,Very weak or negligible,0.04262146211216627,0.04969103541513192,-0.007069573302965655,0.007069573302965655,0.04969103541513192,False
RECEIVE_LAT,TRANS_YEAR_BE,Continuous geographic,Binary encoding,RECEIVE_LAT,TRANS_YEAR_BE,Ordinary cross-feature relationship,False,0.0011084085561154878,Very weak or negligible,0.0011946618614102412,Very weak or negligible,0.0011084085561154878,0.0011946618614102412,-8.625330529475335e-05,8.625330529475335e-05,0.0011946618614102412,False
RECEIVE_LAT,TRANS_NUM_CARD_FEWF,Continuous geographic,Frequency encoding with fallback,RECEIVE_LAT,TRANS_NUM_CARD_FEWF,Ordinary cross-feature relationship,False,-0.02156947124133221,Very weak or negligible,-0.013339625665517435,Very weak or negligible,0.02156947124133221,0.013339625665517435,-0.008229845575814776,0.008229845575814776,0.02156947124133221,False
RECEIVE_LAT,SEND_NAME_FEWF,Continuous geographic,Frequency encoding with fallback,RECEIVE_LAT,SEND_NAME_FEWF,Ordinary cross-feature relationship,False,-0.006469762229880053,Very weak or negligible,-0.0035307576414336135,Very weak or negligible,0.006469762229880053,0.0035307576414336135,-0.0029390045884464394,0.0029390045884464394,0.006469762229880053,False
RECEIVE_LAT,SEND_JOB_FEWF,Continuous geographic,Frequency encoding with fallback,RECEIVE_LAT,SEND_JOB_FEWF,Ordinary cross-feature relationship,False,-0.06686066640770752,Very weak or negligible,-0.061599814643842184,Very weak or negligible,0.06686066640770752,0.061599814643842184,-0.005260851763865336,0.005260851763865336,0.06686066640770752,False
RECEIVE_LAT,RECEIVE_LOC_FEWF,Continuous geographic,Frequency encoding with fallback,RECEIVE_LAT,RECEIVE_LOC_FEWF,Ordinary cross-feature relationship,False,0.0060866249865909345,Very weak or negligible,0.006545802002046515,Very weak or negligible,0.0060866249865909345,0.006545802002046515,-0.00045917701545558024,0.00045917701545558024,0.006545802002046515,False
RECEIVE_LAT,TRANS_MONTH_SIN,Continuous geographic,Cyclical sine/cosine,RECEIVE_LAT,TRANS_MONTH_SIN,Ordinary cross-feature relationship,False,0.0004767641869028619,Very weak or negligible,0.0002517406520905614,Very weak or negligible,0.0004767641869028619,0.0002517406520905614,0.0002250235348123005,0.0002250235348123005,0.0004767641869028619,False
RECEIVE_LAT,TRANS_MONTH_COS,Continuous geographic,Cyclical sine/cosine,RECEIVE_LAT,TRANS_MONTH_COS,Ordinary cross-feature relationship,False,-0.00010383443038049244,Very weak or negligible,-0.0003283830685052599,Very weak or negligible,0.00010383443038049244,0.0003283830685052599,0.00022454863812476747,0.00022454863812476747,0.0003283830685052599,False
RECEIVE_LAT,TRANS_HOUR_SIN,Continuous geographic,Cyclical sine/cosine,RECEIVE_LAT,TRANS_HOUR_SIN,Ordinary cross-feature relationship,False,0.012017955484554551,Very weak or negligible,0.011239172602124491,Very weak or negligible,0.012017955484554551,0.011239172602124491,0.00077878288243006,0.00077878288243006,0.012017955484554551,False
RECEIVE_LAT,TRANS_HOUR_COS,Continuous geographic,Cyclical sine/cosine,RECEIVE_LAT,TRANS_HOUR_COS,Ordinary cross-feature relationship,False,-5.477665852578901e-05,Very weak or negligible,0.0002471742721102345,Very weak or negligible,5.477665852578901e-05,0.0002471742721102345,-0.0003019509306360235,0.00019239761358444548,0.0002471742721102345,False
RECEIVE_LAT,TRANS_WEEK_OHEWI_Friday,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LAT,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,0.0007173988689738499,Very weak or negligible,0.000768090334485974,Very weak or negligible,0.0007173988689738499,0.000768090334485974,-5.0691465512124135e-05,5.0691465512124135e-05,0.000768090334485974,False
RECEIVE_LAT,TRANS_WEEK_OHEWI_Monday,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LAT,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,-0.000983013336884602,Very weak or negligible,-0.001145256843067644,Very weak or negligible,0.000983013336884602,0.001145256843067644,0.00016224350618304195,0.00016224350618304195,0.001145256843067644,False
RECEIVE_LAT,TRANS_WEEK_OHEWI_Saturday,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LAT,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,0.00012125480269357048,Very weak or negligible,0.00047846406075871913,Very weak or negligible,0.00012125480269357048,0.00047846406075871913,-0.00035720925806514867,0.00035720925806514867,0.00047846406075871913,False
RECEIVE_LAT,TRANS_WEEK_OHEWI_Sunday,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LAT,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,-2.5387893061221545e-05,Very weak or negligible,-0.00030879929211787173,Very weak or negligible,2.5387893061221545e-05,0.00030879929211787173,0.0002834113990566502,0.0002834113990566502,0.00030879929211787173,False
RECEIVE_LAT,TRANS_WEEK_OHEWI_Thursday,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LAT,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,-0.000673957980771405,Very weak or negligible,-0.00048244525490303295,Very weak or negligible,0.000673957980771405,0.00048244525490303295,-0.0001915127258683721,0.0001915127258683721,0.000673957980771405,False
RECEIVE_LAT,TRANS_WEEK_OHEWI_Tuesday,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LAT,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,3.1009953838261265e-05,Very weak or negligible,-5.8467248773129735e-05,Very weak or negligible,3.1009953838261265e-05,5.8467248773129735e-05,8.9477202611391e-05,2.745729493486847e-05,5.8467248773129735e-05,False
RECEIVE_LAT,TRANS_WEEK_OHEWI_Wednesday,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LAT,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,0.0011094154883138925,Very weak or negligible,0.001127215436659468,Very weak or negligible,0.0011094154883138925,0.001127215436659468,-1.7799948345575446e-05,1.7799948345575446e-05,0.001127215436659468,False
RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI_entertainment,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.00302371244968234,Very weak or negligible,0.003241060557199206,Very weak or negligible,0.00302371244968234,0.003241060557199206,-0.0002173481075168661,0.0002173481075168661,0.003241060557199206,False
RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI_food_dining,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.002621906661493978,Very weak or negligible,-0.0019142309184623655,Very weak or negligible,0.002621906661493978,0.0019142309184623655,-0.0007076757430316124,0.0007076757430316124,0.002621906661493978,False
RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI_gas_transport,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.01636635675462657,Very weak or negligible,0.01461495680739098,Very weak or negligible,0.01636635675462657,0.01461495680739098,0.001751399947235591,0.001751399947235591,0.01636635675462657,False
RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI_grocery_net,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.013194240327234348,Very weak or negligible,-0.01194116191732606,Very weak or negligible,0.013194240327234348,0.01194116191732606,-0.001253078409908289,0.001253078409908289,0.013194240327234348,False
RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI_grocery_pos,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.0002722830613266532,Very weak or negligible,0.0007404687906909997,Very weak or negligible,0.0002722830613266532,0.0007404687906909997,-0.00046818572936434657,0.00046818572936434657,0.0007404687906909997,False
RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI_health_fitness,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.005068273881086755,Very weak or negligible,0.004596845907307727,Very weak or negligible,0.005068273881086755,0.004596845907307727,0.00047142797377902786,0.00047142797377902786,0.005068273881086755,False
RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI_home,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.0022450424173985563,Very weak or negligible,-0.0018717626087447815,Very weak or negligible,0.0022450424173985563,0.0018717626087447815,-0.0003732798086537748,0.0003732798086537748,0.0022450424173985563,False
RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI_kids_pets,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.0013685865293710843,Very weak or negligible,-0.0012773385708729048,Very weak or negligible,0.0013685865293710843,0.0012773385708729048,-9.124795849817951e-05,9.124795849817951e-05,0.0013685865293710843,False
RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI_misc_net,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.0043581837463081705,Very weak or negligible,0.003328000794418105,Very weak or negligible,0.0043581837463081705,0.003328000794418105,0.0010301829518900656,0.0010301829518900656,0.0043581837463081705,False
RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI_misc_pos,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.0031095582860115796,Very weak or negligible,-0.0019813481194628298,Very weak or negligible,0.0031095582860115796,0.0019813481194628298,-0.0011282101665487498,0.0011282101665487498,0.0031095582860115796,False
RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI_personal_care,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.0023568499563869703,Very weak or negligible,-0.0029824391011922485,Very weak or negligible,0.0023568499563869703,0.0029824391011922485,0.0006255891448052782,0.0006255891448052782,0.0029824391011922485,False
RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI_shopping_net,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.0005028532079823764,Very weak or negligible,-0.0008378178596124358,Very weak or negligible,0.0005028532079823764,0.0008378178596124358,0.00033496465163005947,0.00033496465163005947,0.0008378178596124358,False
RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI_shopping_pos,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.00984979649282216,Very weak or negligible,-0.009337105765624722,Very weak or negligible,0.00984979649282216,0.009337105765624722,-0.0005126907271974391,0.0005126907271974391,0.00984979649282216,False
RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI_travel,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LAT,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.002496030672535991,Very weak or negligible,0.0022558123249502484,Very weak or negligible,0.002496030672535991,0.0022558123249502484,0.00024021834758574268,0.00024021834758574268,0.002496030672535991,False
RECEIVE_LONG,SEND_GENDER_BE,Continuous geographic,Binary encoding,RECEIVE_LONG,SEND_GENDER_BE,Ordinary cross-feature relationship,False,0.050605706878499246,Very weak or negligible,0.0592179992487292,Very weak or negligible,0.050605706878499246,0.0592179992487292,-0.008612292370229951,0.008612292370229951,0.0592179992487292,False
RECEIVE_LONG,TRANS_YEAR_BE,Continuous geographic,Binary encoding,RECEIVE_LONG,TRANS_YEAR_BE,Ordinary cross-feature relationship,False,9.844473875036863e-06,Very weak or negligible,-0.0005965728333827442,Very weak or negligible,9.844473875036863e-06,0.0005965728333827442,0.000606417307257781,0.0005867283595077074,0.0005965728333827442,False
RECEIVE_LONG,TRANS_NUM_CARD_FEWF,Continuous geographic,Frequency encoding with fallback,RECEIVE_LONG,TRANS_NUM_CARD_FEWF,Ordinary cross-feature relationship,False,-0.016359261282064688,Very weak or negligible,-0.009183564043560018,Very weak or negligible,0.016359261282064688,0.009183564043560018,-0.007175697238504669,0.007175697238504669,0.016359261282064688,False
RECEIVE_LONG,SEND_NAME_FEWF,Continuous geographic,Frequency encoding with fallback,RECEIVE_LONG,SEND_NAME_FEWF,Ordinary cross-feature relationship,False,-0.023940080084430704,Very weak or negligible,-0.012546479916625528,Very weak or negligible,0.023940080084430704,0.012546479916625528,-0.011393600167805176,0.011393600167805176,0.023940080084430704,False
RECEIVE_LONG,SEND_JOB_FEWF,Continuous geographic,Frequency encoding with fallback,RECEIVE_LONG,SEND_JOB_FEWF,Ordinary cross-feature relationship,False,0.025670849274790835,Very weak or negligible,0.021113586952016407,Very weak or negligible,0.025670849274790835,0.021113586952016407,0.004557262322774428,0.004557262322774428,0.025670849274790835,False
RECEIVE_LONG,RECEIVE_LOC_FEWF,Continuous geographic,Frequency encoding with fallback,RECEIVE_LONG,RECEIVE_LOC_FEWF,Ordinary cross-feature relationship,False,-0.002032998810118578,Very weak or negligible,-0.002246869355506772,Very weak or negligible,0.002032998810118578,0.002246869355506772,0.00021387054538819393,0.00021387054538819393,0.002246869355506772,False
RECEIVE_LONG,TRANS_MONTH_SIN,Continuous geographic,Cyclical sine/cosine,RECEIVE_LONG,TRANS_MONTH_SIN,Ordinary cross-feature relationship,False,0.0006426200782821931,Very weak or negligible,0.0007519680579672241,Very weak or negligible,0.0006426200782821931,0.0007519680579672241,-0.000109347979685031,0.000109347979685031,0.0007519680579672241,False
RECEIVE_LONG,TRANS_MONTH_COS,Continuous geographic,Cyclical sine/cosine,RECEIVE_LONG,TRANS_MONTH_COS,Ordinary cross-feature relationship,False,-0.0006954685738137981,Very weak or negligible,-0.0008993294811848907,Very weak or negligible,0.0006954685738137981,0.0008993294811848907,0.00020386090737109259,0.00020386090737109259,0.0008993294811848907,False
RECEIVE_LONG,TRANS_HOUR_SIN,Continuous geographic,Cyclical sine/cosine,RECEIVE_LONG,TRANS_HOUR_SIN,Ordinary cross-feature relationship,False,0.0027927259349077244,Very weak or negligible,0.006748846971420307,Very weak or negligible,0.0027927259349077244,0.006748846971420307,-0.003956121036512583,0.003956121036512583,0.006748846971420307,False
RECEIVE_LONG,TRANS_HOUR_COS,Continuous geographic,Cyclical sine/cosine,RECEIVE_LONG,TRANS_HOUR_COS,Ordinary cross-feature relationship,False,0.001063969800718044,Very weak or negligible,0.0015171157005993557,Very weak or negligible,0.001063969800718044,0.0015171157005993557,-0.0004531458998813117,0.0004531458998813117,0.0015171157005993557,False
RECEIVE_LONG,TRANS_WEEK_OHEWI_Friday,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LONG,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,-0.0005654612085588793,Very weak or negligible,-0.00047243684226531664,Very weak or negligible,0.0005654612085588793,0.00047243684226531664,-9.302436629356268e-05,9.302436629356268e-05,0.0005654612085588793,False
RECEIVE_LONG,TRANS_WEEK_OHEWI_Monday,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LONG,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,0.0005547946276721895,Very weak or negligible,0.0006427916018569324,Very weak or negligible,0.0005547946276721895,0.0006427916018569324,-8.799697418474298e-05,8.799697418474298e-05,0.0006427916018569324,False
RECEIVE_LONG,TRANS_WEEK_OHEWI_Saturday,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LONG,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,0.0009574117898803373,Very weak or negligible,0.0010246644539066306,Very weak or negligible,0.0009574117898803373,0.0010246644539066306,-6.725266402629333e-05,6.725266402629333e-05,0.0010246644539066306,False
RECEIVE_LONG,TRANS_WEEK_OHEWI_Sunday,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LONG,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,0.0011495697202364484,Very weak or negligible,0.0009666020342490011,Very weak or negligible,0.0011495697202364484,0.0009666020342490011,0.00018296768598744732,0.00018296768598744732,0.0011495697202364484,False
RECEIVE_LONG,TRANS_WEEK_OHEWI_Thursday,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LONG,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,-0.00043528076724660535,Very weak or negligible,-0.0008396005737745218,Very weak or negligible,0.00043528076724660535,0.0008396005737745218,0.0004043198065279165,0.0004043198065279165,0.0008396005737745218,False
RECEIVE_LONG,TRANS_WEEK_OHEWI_Tuesday,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LONG,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,-0.0017493392689152073,Very weak or negligible,-0.0013677155210583074,Very weak or negligible,0.0017493392689152073,0.0013677155210583074,-0.0003816237478568999,0.0003816237478568999,0.0017493392689152073,False
RECEIVE_LONG,TRANS_WEEK_OHEWI_Wednesday,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LONG,TRANS_WEEK_OHEWI,Ordinary cross-feature relationship,False,-0.00022412683932239194,Very weak or negligible,-0.00030684500730432493,Very weak or negligible,0.00022412683932239194,0.00030684500730432493,8.271816798193299e-05,8.271816798193299e-05,0.00030684500730432493,False
RECEIVE_LONG,RECEIVE_CATEGORY_OHEWI_entertainment,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LONG,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.0001031798839599948,Very weak or negligible,0.00017064504883409042,Very weak or negligible,0.0001031798839599948,0.00017064504883409042,-0.00027382493279408523,6.746516487409562e-05,0.00017064504883409042,False
RECEIVE_LONG,RECEIVE_CATEGORY_OHEWI_food_dining,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LONG,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.004104584884210829,Very weak or negligible,0.004057634948310188,Very weak or negligible,0.004104584884210829,0.004057634948310188,4.694993590064096e-05,4.694993590064096e-05,0.004104584884210829,False
RECEIVE_LONG,RECEIVE_CATEGORY_OHEWI_gas_transport,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LONG,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.00232973822216878,Very weak or negligible,-0.0033136375684084205,Very weak or negligible,0.00232973822216878,0.0033136375684084205,0.0009838993462396406,0.0009838993462396406,0.0033136375684084205,False
RECEIVE_LONG,RECEIVE_CATEGORY_OHEWI_grocery_net,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LONG,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.0037052259181605722,Very weak or negligible,0.0027394377372033317,Very weak or negligible,0.0037052259181605722,0.0027394377372033317,0.0009657881809572405,0.0009657881809572405,0.0037052259181605722,False
RECEIVE_LONG,RECEIVE_CATEGORY_OHEWI_grocery_pos,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LONG,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.0001515912034301806,Very weak or negligible,0.0006241711563396711,Very weak or negligible,0.0001515912034301806,0.0006241711563396711,-0.0004725799529094905,0.0004725799529094905,0.0006241711563396711,False
RECEIVE_LONG,RECEIVE_CATEGORY_OHEWI_health_fitness,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LONG,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.002233255937870428,Very weak or negligible,-0.002724870445433477,Very weak or negligible,0.002233255937870428,0.002724870445433477,0.0004916145075630489,0.0004916145075630489,0.002724870445433477,False
RECEIVE_LONG,RECEIVE_CATEGORY_OHEWI_home,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LONG,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,0.00037047762924508255,Very weak or negligible,0.0005709785709710867,Very weak or negligible,0.00037047762924508255,0.0005709785709710867,-0.00020050094172600414,0.00020050094172600414,0.0005709785709710867,False
RECEIVE_LONG,RECEIVE_CATEGORY_OHEWI_kids_pets,Continuous geographic,One-Hot encoding with ignore,RECEIVE_LONG,RECEIVE_CATEGORY_OHEWI,Ordinary cross-feature relationship,False,-0.00034028273332986907,Very weak or negligible,0.0002648496719165626,Very weak or negligible,0.00034028273332986907,0.0002648496719165626,-0.0006051324052464317,7.543306141330648e-05,0.00034028273332986907,False
